invoice_number,order_date,store_number,county_number,category_number,vendor_number,item_number,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,etl_date
S32322500006,2016-05-19,5011,48,10829000,192,65256,12,750,12.05,18.08,6,108.48,4.5,1.19,2025-02-25T13:13:16.885776
S32433000004,2016-05-20,9001,52,10411000,125,29812,6,750,12.3,18.45,12,221.4,9.0,2.38,2025-02-25T13:13:16.885776
S32413400006,2016-05-23,4476,78,10829000,192,65256,12,750,12.05,18.08,12,216.96,9.0,2.38,2025-02-25T13:13:16.885776
S32431400043,2016-05-24,3477,78,10622000,55,44217,12,1000,4.0,6.0,12,72.0,12.0,3.17,2025-02-25T13:13:16.885776
S32463700032,2016-05-25,4408,8,10320800,35,34423,12,375,9.0,13.5,3,40.5,1.12,0.3,2025-02-25T13:13:16.885776
S32431300012,2016-05-26,3447,97,10810300,421,67586,12,750,4.72,7.58,12,90.96,9.0,2.38,2025-02-25T13:13:16.885776
S32472100008,2016-05-27,4523,5,10623100,260,43338,6,1750,18.0,27.0,12,324.0,21.0,5.55,2025-02-25T13:13:16.885776
S32524800006,2016-05-31,5241,,10520100,420,48108,6,1750,43.49,65.24,1,65.24,1.75,0.46,2025-02-25T13:13:16.885776
S32562700026,2016-06-01,3524,85,10812000,260,68038,6,1750,25.0,37.5,6,225.0,10.5,2.77,2025-02-25T13:13:16.885776
S32615200012,2016-06-02,4595,77,10113000,85,26821,12,500,9.06,13.59,1,13.59,0.5,0.13,2025-02-25T13:13:16.885776
S32663700005,2016-06-03,9001,52,10112000,125,27014,6,750,19.67,29.51,48,1416.48,36.0,9.51,2025-02-25T13:13:16.885776
S32585800011,2016-06-06,5018,82,10510100,115,53211,10,600,7.12,10.68,10,106.8,6.0,1.59,2025-02-25T13:13:16.885776
S32641900020,2016-06-07,5239,,10111000,65,27680,12,500,5.4,8.1,2,16.2,1.0,0.26,2025-02-25T13:13:16.885776
S32654300014,2016-06-08,4811,68,10310800,297,35918,6,1750,7.2,10.8,6,64.8,10.5,2.77,2025-02-25T13:13:16.885776
S32662800026,2016-06-09,5144,77,10814000,434,86507,12,1000,3.84,5.76,12,69.12,12.0,3.17,2025-02-25T13:13:16.885776
S32791700002,2016-06-10,9013,91,10111000,154,27255,12,750,3.09,4.64,12,55.68,9.0,2.38,2025-02-25T13:13:16.885776
S32705400010,2016-06-13,4547,35,10113000,85,26828,6,1750,30.68,46.02,6,276.12,10.5,2.77,2025-02-25T13:13:16.885776
S32789800016,2016-06-14,4824,88,10816000,421,86886,12,750,10.33,15.5,12,186.0,9.0,2.38,2025-02-25T13:13:16.885776
S32790000035,2016-06-15,3354,82,10510100,259,52317,12,1000,7.11,10.67,12,128.04,12.0,3.17,2025-02-25T13:13:16.885776
S32790300062,2016-06-16,5144,77,10816000,260,67267,12,1000,11.75,17.63,12,211.56,12.0,3.17,2025-02-25T13:13:16.885776
S32837300031,2016-06-20,4858,29,10113000,85,86669,24,375,7.0,10.5,3,31.5,1.12,0.3,2025-02-25T13:13:16.885776
S32905800016,2016-06-21,4393,77,10310800,260,37991,12,500,7.47,11.21,3,33.63,1.5,0.4,2025-02-25T13:13:16.885776
S32912300095,2016-06-22,3354,82,10813900,421,69637,12,1000,11.0,16.5,36,594.0,36.0,9.51,2025-02-25T13:13:16.885776
S32912600056,2016-06-23,5144,77,10115000,255,27102,6,750,18.09,27.14,120,3256.8,90.0,23.78,2025-02-25T13:13:16.885776
S33039800004,2016-06-24,9002,82,10411000,306,31990,6,750,16.17,24.26,36,873.36,27.0,7.13,2025-02-25T13:13:16.885776
S32969600004,2016-06-27,4689,56,10112000,65,19066,12,750,10.49,15.74,12,188.88,9.0,2.38,2025-02-25T13:13:16.885776
S32988900048,2016-06-28,3942,86,10411000,434,30527,12,1000,4.23,6.35,2,12.7,2.0,0.53,2025-02-25T13:13:16.885776
S33025200001,2016-06-29,3524,85,17011000,130,139,6,750,14.03,21.05,36,757.8,27.0,7.13,2025-02-25T13:13:16.885776
S33091100005,2016-06-30,4801,77,10816000,421,86886,12,750,10.33,15.5,12,186.0,9.0,2.38,2025-02-25T13:13:16.885776
S33135000010,2016-07-01,5275,,10112000,259,17956,12,750,7.47,11.21,6,67.26,4.5,1.19,2025-02-25T13:13:16.885776
S33123900008,2016-07-05,4760,7,10623100,259,43028,6,1750,11.55,17.33,6,103.98,10.5,2.77,2025-02-25T13:13:16.885776
S33163800018,2016-07-06,4677,52,10221000,434,89387,12,1000,6.92,10.38,48,498.24,48.0,12.68,2025-02-25T13:13:16.885776
S33193800006,2016-07-07,5011,48,10112000,65,19476,12,750,17.32,25.98,6,155.88,4.5,1.19,2025-02-25T13:13:16.885776
S33275900001,2016-07-08,9013,91,10310800,195,38058,12,1000,7.18,10.77,48,516.96,48.0,12.68,2025-02-25T13:13:16.885776
S33182800008,2016-07-11,4692,56,10121000,65,15248,6,1750,9.45,14.18,6,85.08,10.5,2.77,2025-02-25T13:13:16.885776
S33230400009,2016-07-12,5170,64,10221000,410,88294,12,375,14.0,21.0,3,63.0,1.12,0.3,2025-02-25T13:13:16.885776
S33246500017,2016-07-13,5076,97,10113000,85,26821,12,500,9.06,13.59,2,27.18,1.0,0.26,2025-02-25T13:13:16.885776
S33272600048,2016-07-14,5144,77,10623000,260,43409,12,1000,9.5,14.25,12,171.0,12.0,3.17,2025-02-25T13:13:16.885776
S33379300011,2016-07-15,3420,,10221000,410,88296,12,750,27.0,40.5,120,4860.0,90.0,23.78,2025-02-25T13:13:16.885776
S33344800007,2016-07-18,4524,34,10310800,300,36904,24,375,1.8,2.7,6,16.2,2.25,0.59,2025-02-25T13:13:16.885776
S33416200007,2016-07-19,5140,18,10121000,55,12408,6,1750,9.14,13.71,18,246.78,31.5,8.32,2025-02-25T13:13:16.885776
S33383600007,2016-07-20,4437,85,10411000,370,32231,12,500,3.3,4.95,3,14.85,1.5,0.4,2025-02-25T13:13:16.885776
S33359900001,2016-07-21,4375,77,10816000,421,64858,1,3000,29.72,44.58,1,44.58,3.0,0.79,2025-02-25T13:13:16.885776
S33410900002,2016-07-22,2620,77,10112000,287,986725,3,750,55.5,83.25,1,83.25,0.75,0.2,2025-02-25T13:13:16.885776
S33446800022,2016-07-25,5244,,10623000,35,43109,12,750,8.25,12.38,4,49.52,3.0,0.79,2025-02-25T13:13:16.885776
S33482000003,2016-07-26,5243,,10411000,370,32236,12,750,6.49,9.74,12,116.88,9.0,2.38,2025-02-25T13:13:16.885776
S33541900004,2016-07-27,3891,74,10121000,115,11777,12,1000,6.63,9.95,12,119.4,12.0,3.17,2025-02-25T13:13:16.885776
S33528900058,2016-07-28,3354,82,10123000,370,15627,12,1000,18.49,27.74,24,665.76,24.0,6.34,2025-02-25T13:13:16.885776
S33579400008,2016-07-29,4516,78,10310800,300,36904,24,375,1.8,2.7,24,64.8,9.0,2.38,2025-02-25T13:13:16.885776
S33570500004,2016-08-01,3690,7,10312000,260,77647,12,750,8.25,12.38,12,148.56,9.0,2.38,2025-02-25T13:13:16.885776
S33593800009,2016-08-02,2841,57,10310800,260,36186,12,750,5.26,7.89,12,94.68,9.0,2.38,2025-02-25T13:13:16.885776
S33618800003,2016-08-03,4774,32,10121000,115,11776,12,750,5.23,7.85,24,188.4,18.0,4.76,2025-02-25T13:13:16.885776
S33652600022,2016-08-04,3354,82,10411000,55,30057,12,1000,4.0,6.0,24,144.0,24.0,6.34,2025-02-25T13:13:16.885776
S33709800012,2016-08-05,4797,77,10310800,301,38176,12,750,9.65,14.48,12,173.76,9.0,2.38,2025-02-25T13:13:16.885776
S33686200005,2016-08-08,2852,77,10112000,65,19476,12,750,17.32,25.98,4,103.92,3.0,0.79,2025-02-25T13:13:16.885776
S33728300013,2016-08-09,4929,25,10812000,305,73055,12,750,12.5,18.75,12,225.0,9.0,2.38,2025-02-25T13:13:16.885776
S33747600013,2016-08-10,5262,,10113000,85,86698,24,375,7.0,10.5,24,252.0,9.0,2.38,2025-02-25T13:13:16.885776
S33765100010,2016-08-11,4119,,10310800,260,37998,6,1750,14.75,22.13,6,132.78,10.5,2.77,2025-02-25T13:13:16.885776
S33774300004,2016-08-12,4235,40,10121000,55,12408,6,1750,9.14,13.71,6,82.26,10.5,2.77,2025-02-25T13:13:16.885776
S33894300004,2016-08-15,4126,52,10112000,65,19067,12,1000,12.59,18.89,12,226.68,12.0,3.17,2025-02-25T13:13:16.885776
S33841900139,2016-08-16,3400,,10623100,259,43025,12,750,5.78,8.67,12,104.04,9.0,2.38,2025-02-25T13:13:16.885776
S33899800023,2016-08-17,3447,97,10121000,260,10807,12,750,15.07,22.61,12,271.32,9.0,2.38,2025-02-25T13:13:16.885776
S33899400021,2016-08-18,3354,82,10310800,297,35917,12,1000,4.17,6.26,24,150.24,24.0,6.34,2025-02-25T13:13:16.885776
S33987500001,2016-08-19,4010,65,10813800,65,73517,12,1000,7.87,11.81,12,141.72,12.0,3.17,2025-02-25T13:13:16.885776
S33941000025,2016-08-22,4858,29,10112000,65,19066,12,750,10.49,15.74,4,62.96,3.0,0.79,2025-02-25T13:13:16.885776
S33993400011,2016-08-23,5294,,10510100,205,52596,12,750,6.0,9.0,12,108.0,9.0,2.38,2025-02-25T13:13:16.885776
S34021500009,2016-08-24,3447,97,10810300,370,67527,12,1000,14.99,22.49,12,269.88,12.0,3.17,2025-02-25T13:13:16.885776
S34074900006,2016-08-25,4405,77,10510100,115,53214,24,375,3.22,4.83,5,24.15,1.88,0.5,2025-02-25T13:13:16.885776
S34027800021,2016-08-26,4658,42,10829000,192,65254,24,375,6.52,9.78,12,117.36,4.5,1.19,2025-02-25T13:13:16.885776
INV-00000200001,2016-08-29,4829,77,10815000,65,86112,12,1000,2.33,3.5,1,42.0,1.0,0.26,2025-02-25T13:13:16.885776
INV-00026500008,2016-08-30,4482,91,10816000,421,86881,12,500,4.71,7.07,1,84.84,0.5,0.13,2025-02-25T13:13:16.885776
INV-00047200014,2016-08-31,4275,63,10421000,35,28236,12,750,13.5,20.25,3,20.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-00076400010,2016-09-01,4829,77,10311000,55,35317,12,1000,3.97,5.96,60,357.6,60.0,15.85,2025-02-25T13:13:16.885776
INV-00100000039,2016-09-02,4382,77,10121000,260,10803,10,300,7.35,11.03,3,33.09,0.9,0.24,2025-02-25T13:13:16.885776
INV-00117100098,2016-09-03,2585,55,10312000,260,77740,12,750,8.25,12.38,4,49.52,3.0,0.79,2025-02-25T13:13:16.885776
INV-00139000020,2016-09-06,5113,7,10121000,115,11773,48,200,1.56,2.34,48,112.32,9.6,2.54,2025-02-25T13:13:16.885776
INV-00162300011,2016-09-07,4829,77,10311000,55,37937,12,1000,4.42,6.63,12,79.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-00191400002,2016-09-08,2548,77,10121000,260,10791,12,750,15.59,23.39,12,271.32,9.0,2.38,2025-02-25T13:13:16.885776
INV-00217300008,2016-09-09,4385,91,10121000,260,11296,12,750,15.59,23.39,5,113.05,3.75,0.99,2025-02-25T13:13:16.885776
INV-00237800005,2016-09-12,2852,77,10511000,205,52595,12,750,6.0,9.0,12,108.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-00264000025,2016-09-13,5054,28,10812000,300,65200,12,750,9.99,14.99,12,170.88,9.0,2.38,2025-02-25T13:13:16.885776
INV-00288600004,2016-09-14,3691,77,10124000,65,15739,12,750,10.49,15.74,12,226.68,9.0,2.38,2025-02-25T13:13:16.885776
INV-00318400003,2016-09-15,4452,97,10816000,421,64858,1,3000,30.0,45.0,4,178.32,12.0,3.17,2025-02-25T13:13:16.885776
INV-00348900004,2016-09-16,4373,77,10411000,205,31475,12,750,7.5,11.25,2,20.7,1.5,0.4,2025-02-25T13:13:16.885776
INV-00372600004,2016-09-19,2548,77,10311000,434,36306,12,750,3.34,5.01,12,60.12,9.0,2.38,2025-02-25T13:13:16.885776
INV-00404200016,2016-09-20,4511,77,10312000,205,40598,24,375,3.5,5.25,24,126.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-00429000006,2016-09-21,4829,77,10812000,306,80236,6,750,10.17,15.26,3,45.78,2.25,0.59,2025-02-25T13:13:16.885776
INV-00429600002,2016-09-22,2633,77,10511000,115,56193,24,200,1.96,2.94,1,0.0,0.2,0.05,2025-02-25T13:13:16.885776
INV-00484300016,2016-09-23,4617,77,10114000,85,26824,24,375,7.5,11.25,24,243.84,9.0,2.38,2025-02-25T13:13:16.885776
INV-00503800001,2016-09-26,4619,56,10810000,322,75208,6,500,4.84,7.26,1,0.0,0.5,0.13,2025-02-25T13:13:16.885776
INV-00538100004,2016-09-27,5309,77,10121000,260,10804,44,200,4.72,7.08,4,28.32,0.8,0.21,2025-02-25T13:13:16.885776
INV-00562600010,2016-09-28,3013,26,10122000,260,10008,6,1750,10.5,15.75,6,96.66,10.5,2.77,2025-02-25T13:13:16.885776
INV-00591800007,2016-09-29,4397,77,10816000,421,64863,48,200,2.5,3.75,4,20.0,0.8,0.21,2025-02-25T13:13:16.885776
INV-00615600012,2016-09-30,2621,97,10711000,55,57157,6,1750,6.5,9.75,6,58.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-00637100032,2016-10-03,4273,77,10112000,550,21596,12,750,4.1,6.15,2,12.3,1.5,0.4,2025-02-25T13:13:16.885776
INV-00677500018,2016-10-04,4377,77,10511000,1150,53213,24,200,1.96,2.94,3,8.82,0.6,0.16,2025-02-25T13:13:16.885776
INV-00712400012,2016-10-05,4829,77,10112000,650,19226,6,750,19.94,29.91,6,198.36,4.5,1.19,2025-02-25T13:13:16.885776
INV-00751600011,2016-10-06,4925,77,10624000,2600,43334,24,375,5.0,7.5,6,45.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-00791300025,2016-10-07,4617,77,10222000,4100,88296,12,750,27.5,41.25,4,162.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-00821300025,2016-10-10,2627,77,10221000,4340,87938,6,1750,15.0,22.5,2,39.0,3.5,0.92,2025-02-25T13:13:16.885776
INV-00862900001,2016-10-11,5169,,10311000,297,35918,6,1750,7.2,10.8,6,64.8,10.5,2.77,2025-02-25T13:13:16.885776
INV-00888800005,2016-10-12,3385,57,10121000,2600,11297,12,1000,18.89,28.34,48,1355.04,48.0,12.68,2025-02-25T13:13:16.885776
INV-00920100002,2016-10-13,3968,50,10311000,3000,36908,6,1750,7.47,11.21,6,67.26,10.5,2.77,2025-02-25T13:13:16.885776
INV-00948300002,2016-10-14,4016,38,10625000,2600,43415,12,750,9.0,13.5,2,27.0,1.5,0.4,2025-02-25T13:13:16.885776
INV-00966300014,2016-10-17,4617,77,10112000,4610,22156,12,750,14.0,21.0,2,40.5,1.5,0.4,2025-02-25T13:13:16.885776
INV-01008800041,2016-10-18,5327,78,10312000,2050,40597,24,200,2.49,3.74,4,13.44,0.8,0.21,2025-02-25T13:13:16.885776
INV-01040000004,2016-10-19,4129,85,10123000,1250,27476,6,750,25.0,37.5,6,225.0,4.5,1.19,2025-02-25T13:13:16.885776
INV-01077300001,2016-10-20,3968,50,10321000,3700,34006,12,750,11.49,17.24,2,34.48,1.5,0.4,2025-02-25T13:13:16.885776
INV-01101600005,2016-10-21,4165,77,10222000,4100,88296,12,750,27.5,41.25,1,40.5,0.75,0.2,2025-02-25T13:13:16.885776
INV-01121300019,2016-10-24,2190,77,10822000,4210,69611,12,750,8.66,12.99,1,12.99,0.75,0.2,2025-02-25T13:13:16.885776
INV-01154700012,2016-10-25,4829,77,10112000,650,20247,12,1000,4.98,7.47,12,103.92,12.0,3.17,2025-02-25T13:13:16.885776
INV-01180000021,2016-10-26,4829,77,10111000,1540,27629,12,750,9.09,13.64,12,163.68,9.0,2.38,2025-02-25T13:13:16.885776
INV-01210900001,2016-10-27,3762,77,10311000,2600,37417,12,1000,5.5,8.25,24,198.0,24.0,6.34,2025-02-25T13:13:16.885776
INV-01237600003,2016-10-28,5248,,10624000,260,43337,12,1000,11.75,17.63,12,211.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-01258400003,2016-10-31,4617,77,10112000,4340,18196,12,750,8.5,12.75,3,30.78,2.25,0.59,2025-02-25T13:13:16.885776
INV-01296900004,2016-11-01,4511,77,10114000,850,26823,48,200,4.23,6.35,10,63.5,2.0,0.53,2025-02-25T13:13:16.885776
INV-01325800006,2016-11-02,3909,63,10114000,850,26827,12,1000,18.89,28.34,12,340.08,12.0,3.17,2025-02-25T13:13:16.885776
INV-01360100009,2016-11-03,4613,14,10114000,850,26826,12,750,15.57,23.36,12,280.32,9.0,2.38,2025-02-25T13:13:16.885776
INV-01385100015,2016-11-04,5144,77,10622000,4340,45277,12,1000,4.42,6.63,60,397.8,60.0,15.85,2025-02-25T13:13:16.885776
INV-01406700001,2016-11-05,3943,85,10111000,2970,23828,6,1750,7.62,11.43,6,67.14,10.5,2.77,2025-02-25T13:13:16.885776
INV-01407000039,2016-11-07,4617,77,10820000,1920,65254,24,375,6.52,9.78,6,58.68,2.25,0.59,2025-02-25T13:13:16.885776
INV-01447600009,2016-11-08,2190,77,10112000,4920,16829,6,750,15.0,22.5,2,45.0,1.5,0.4,2025-02-25T13:13:16.885776
INV-01476700008,2016-11-09,3909,63,10222000,4100,88296,12,750,27.5,41.25,12,486.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-01505400062,2016-11-10,3354,82,10222000,3300,89496,12,750,6.85,10.28,12,123.24,9.0,2.38,2025-02-25T13:13:16.885776
INV-01530700002,2016-11-11,4478,,10311000,2600,37998,6,1750,14.75,22.13,6,132.78,10.5,2.77,2025-02-25T13:13:16.885776
INV-01551700018,2016-11-14,4057,77,10322000,2600,64512,12,750,16.49,24.74,3,83.22,2.25,0.59,2025-02-25T13:13:16.885776
INV-01585800022,2016-11-15,4594,77,10221000,3950,89193,48,200,3.0,4.5,8,36.0,1.6,0.42,2025-02-25T13:13:16.885776
INV-01615000010,2016-11-16,3909,63,10312000,3800,41694,12,1000,7.5,11.25,12,135.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-01647800004,2016-11-17,2190,77,10114000,850,26586,12,750,20.01,30.02,2,60.04,1.5,0.4,2025-02-25T13:13:16.885776
INV-01674400023,2016-11-18,4165,77,10112000,4610,22156,12,750,14.0,21.0,1,20.25,0.75,0.2,2025-02-25T13:13:16.885776
INV-01695000003,2016-11-21,2539,42,17011000,2590,80145,12,750,5.43,8.15,12,97.8,9.0,2.38,2025-02-25T13:13:16.885776
INV-01727800017,2016-11-22,5050,91,10312000,3800,41989,12,750,6.5,9.75,3,29.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-01757100057,2016-11-23,4604,50,10816000,2590,27454,12,750,7.95,11.93,1,11.93,0.75,0.2,2025-02-25T13:13:16.885776
INV-01780900010,2016-11-28,5098,77,10121000,2600,11294,24,375,8.0,12.0,6,72.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-01815000019,2016-11-29,5145,77,10222000,3950,87413,12,750,10.5,15.75,4,63.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-01841500016,2016-11-30,3654,99,10221000,4340,87937,12,1000,8.0,12.0,12,124.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-01815600026,2016-12-01,4638,82,10112000,650,27390,12,500,5.4,8.1,12,97.2,6.0,1.59,2025-02-25T13:13:16.885776
INV-01900500023,2016-12-02,4382,77,10624000,2600,43331,12,500,4.8,7.2,4,28.8,2.0,0.53,2025-02-25T13:13:16.885776
INV-01925500018,2016-12-05,4599,77,10311000,3000,36886,12,750,3.31,4.97,5,24.85,3.75,0.99,2025-02-25T13:13:16.885776
INV-01962600002,2016-12-06,5098,77,10820000,1920,65253,48,200,3.74,5.61,8,42.16,1.6,0.42,2025-02-25T13:13:16.885776
INV-01990300029,2016-12-07,5313,77,10121000,1150,10550,12,750,6.75,10.13,1,10.13,0.75,0.2,2025-02-25T13:13:16.885776
INV-02022900020,2016-12-08,2502,77,10112000,650,19067,12,1000,12.59,18.89,12,226.68,12.0,3.17,2025-02-25T13:13:16.885776
INV-02049700011,2016-12-09,4165,77,10121000,2600,11294,24,375,8.0,12.0,2,24.0,0.75,0.2,2025-02-25T13:13:16.885776
INV-02071700010,2016-12-12,4600,77,10311000,2050,36971,6,1750,14.0,21.0,6,119.88,10.5,2.77,2025-02-25T13:13:16.885776
INV-02108900003,2016-12-13,5313,77,10622000,350,43123,48,200,2.5,3.75,48,180.0,9.6,2.54,2025-02-25T13:13:16.885776
INV-02136900008,2016-12-14,4829,77,10222000,4100,88298,3,1750,58.0,87.0,3,261.0,5.25,1.39,2025-02-25T13:13:16.885776
INV-02168800033,2016-12-15,2567,82,10112000,550,21598,6,1750,8.91,13.37,1,13.86,1.75,0.46,2025-02-25T13:13:16.885776
INV-02192500025,2016-12-16,5309,77,10521000,4200,48106,12,750,19.99,29.99,12,341.88,9.0,2.38,2025-02-25T13:13:16.885776
INV-02213100023,2016-12-19,2548,77,10521000,4200,48106,12,750,19.99,29.99,4,113.96,3.0,0.79,2025-02-25T13:13:16.885776
INV-02251600119,2016-12-20,2629,78,10121000,650,10627,12,1000,9.71,14.57,12,174.84,12.0,3.17,2025-02-25T13:13:16.885776
INV-02282500014,2016-12-21,3013,26,10311000,3800,37348,6,1750,7.6,11.4,12,136.8,21.0,5.55,2025-02-25T13:13:16.885776
INV-02318400065,2016-12-22,2529,57,10511000,2050,52597,12,1000,7.24,10.86,12,130.32,12.0,3.17,2025-02-25T13:13:16.885776
INV-02348100027,2016-12-23,4495,38,10624000,2600,43331,12,500,4.8,7.2,2,14.4,1.0,0.26,2025-02-25T13:13:16.885776
INV-02368200020,2016-12-26,2633,77,10123000,2400,5006,12,750,23.48,35.22,12,413.64,9.0,2.38,2025-02-25T13:13:16.885776
INV-02397800107,2016-12-27,2506,29,10311000,4340,36305,12,750,3.34,5.01,24,120.24,18.0,4.76,2025-02-25T13:13:16.885776
INV-02426400031,2016-12-28,3465,39,10124000,3700,15626,12,750,15.99,23.99,4,89.96,3.0,0.79,2025-02-25T13:13:16.885776
INV-02456800019,2016-12-29,4617,77,10114000,850,86670,12,750,15.57,23.36,2,46.72,1.5,0.4,2025-02-25T13:13:16.885776
INV-02482700001,2016-12-30,2633,77,10322000,2600,64711,12,375,9.25,13.88,12,166.56,4.5,1.19,2025-02-25T13:13:16.885776
INV-02499500017,2017-01-03,4312,78,10814000,650,82847,12,1000,7.87,11.81,12,141.72,12.0,3.17,2025-02-25T13:13:16.885776
INV-02523000005,2017-01-04,5169,,10321000,35,34433,12,750,18.49,27.74,1,27.74,0.75,0.2,2025-02-25T13:13:16.885776
INV-02547700011,2017-01-05,4829,77,10622000,350,43127,12,1000,9.5,14.25,36,513.0,36.0,9.51,2025-02-25T13:13:16.885776
INV-02569400004,2017-01-06,4169,77,10321000,350,34423,12,375,9.0,13.5,12,162.0,4.5,1.19,2025-02-25T13:13:16.885776
INV-02588300001,2017-01-09,4509,85,10311000,2600,37997,12,1000,9.25,13.88,12,166.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-02624000014,2017-01-10,2190,77,10114000,850,26586,12,750,20.01,30.02,2,60.04,1.5,0.4,2025-02-25T13:13:16.885776
INV-02647500005,2017-01-11,4271,4,10820000,1300,64136,12,750,13.86,20.79,2,41.58,1.5,0.4,2025-02-25T13:13:16.885776
INV-02673000014,2017-01-12,2190,77,10113000,2590,18120,6,750,15.47,23.21,2,44.92,1.5,0.4,2025-02-25T13:13:16.885776
INV-02695900002,2017-01-13,5259,,10121000,115,11788,6,1750,10.45,15.68,12,188.16,21.0,5.55,2025-02-25T13:13:16.885776
INV-02713800012,2017-01-16,2539,42,10112000,65,19066,12,750,10.49,15.74,12,188.88,9.0,2.38,2025-02-25T13:13:16.885776
INV-02729000025,2017-01-17,4773,77,10311000,4340,36304,24,375,1.86,2.79,24,66.96,9.0,2.38,2025-02-25T13:13:16.885776
INV-02762400003,2017-01-18,3762,77,10311000,3010,38177,12,1000,12.67,19.01,12,214.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-02795500017,2017-01-19,2190,77,10116000,2600,27037,12,750,13.5,20.25,2,40.5,1.5,0.4,2025-02-25T13:13:16.885776
INV-02819400002,2017-01-20,2628,42,10121000,1150,11786,12,750,5.23,7.85,12,94.2,9.0,2.38,2025-02-25T13:13:16.885776
INV-02837000018,2017-01-23,2190,77,10122000,3700,4717,12,1000,24.99,37.49,2,74.98,2.0,0.53,2025-02-25T13:13:16.885776
INV-02870200042,2017-01-24,4757,77,10111000,2600,25606,12,750,7.0,10.5,1,10.5,0.75,0.2,2025-02-25T13:13:16.885776
INV-02895200005,2017-01-25,5216,77,10311000,4340,36301,12,500,4.13,6.2,12,74.4,6.0,1.59,2025-02-25T13:13:16.885776
INV-02924100021,2017-01-26,2567,82,10112000,4340,18196,12,750,8.5,12.75,2,20.52,1.5,0.4,2025-02-25T13:13:16.885776
INV-02945300010,2017-01-27,4932,7,10312000,2050,40593,24,375,3.5,5.25,24,126.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-02965200044,2017-01-30,2651,9,10322000,2770,34870,12,750,9.99,14.99,1,14.99,0.75,0.2,2025-02-25T13:13:16.885776
INV-02994400011,2017-01-31,5313,77,10813000,4210,64870,48,100,0.9,1.35,96,129.6,9.6,2.54,2025-02-25T13:13:16.885776
INV-03017600016,2017-02-01,4829,77,10812000,2600,74090,12,750,17.0,25.5,12,306.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-03045200019,2017-02-02,4829,77,10312000,2050,40297,12,750,7.5,11.25,12,135.0,9.0,2.38,2025-02-25T13:13:16.885776
INV-03067700015,2017-02-03,2636,77,10822000,2600,69947,12,1000,15.84,23.76,12,283.56,12.0,3.17,2025-02-25T13:13:16.885776
INV-03086900007,2017-02-06,4829,77,10311000,4610,37987,12,1000,12.35,18.53,12,222.36,12.0,3.17,2025-02-25T13:13:16.885776
INV-03120700002,2017-02-07,2478,77,10322000,650,34189,6,750,12.5,18.75,2,42.52,1.5,0.4,2025-02-25T13:13:16.885776
INV-03144500006,2017-02-08,4829,77,10312000,2590,41326,12,750,4.48,6.72,2,13.44,1.5,0.4,2025-02-25T13:13:16.885776
INV-03171600003,2017-02-09,2190,77,10511000,4340,55246,12,750,5.38,8.07,12,96.84,9.0,2.38,2025-02-25T13:13:16.885776
INV-03197200005,2017-02-10,5098,77,10311000,2600,37993,48,200,2.54,3.81,48,182.88,9.6,2.54,2025-02-25T13:13:16.885776
INV-03218300098,2017-02-13,2651,9,10312000,3800,41705,12,1000,7.5,11.25,12,135.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-03248400001,2017-02-14,4829,77,10124000,3700,15627,12,1000,18.98,28.47,180,5124.6,180.0,47.55,2025-02-25T13:13:16.885776
INV-03272200017,2017-02-15,4829,77,10222000,4100,88298,3,1750,58.0,87.0,3,261.0,5.25,1.39,2025-02-25T13:13:16.885776
INV-03301400015,2017-02-16,4511,77,10312000,3800,41601,12,375,3.45,5.18,5,25.9,1.88,0.5,2025-02-25T13:13:16.885776
INV-03322800017,2017-02-17,4829,77,10112000,650,27604,6,750,22.04,33.06,1,33.06,0.75,0.2,2025-02-25T13:13:16.885776
INV-03340500002,2017-02-20,4373,77,10411000,2050,31475,12,750,7.5,11.25,12,135.0,9.0,2.38,2025-02-25T13:13:16.885776
